url,path,path_depth,slug_tokens,action,object,scene,intent_category,notes,lastmod
https://www.krea.ai/careers/,/careers/,1,careers,,,,unknown,,2025-12-15
https://www.krea.ai/feed/,/feed/,1,feed,,,,unknown,,2025-12-15
https://www.krea.ai/terms/,/terms/,1,terms,,,,unknown,,2025-12-15
https://www.krea.ai/privacy/,/privacy/,1,privacy,,,,unknown,,2025-12-15
https://www.krea.ai/blog/,/blog/,1,blog,,,,unknown,,2025-12-15
https://www.krea.ai/discord/,/discord/,1,discord,,,,unknown,,2025-12-15
https://www.krea.ai/nano-banana/,/nano-banana/,1,nano banana,,,,unknown,,2025-12-15
https://www.krea.ai/nodes/,/nodes/,1,nodes,,,,unknown,,2025-12-15
https://www.krea.ai/lipsync/,/lipsync/,1,lipsync,,,,unknown,,2025-12-15
https://www.krea.ai/apps/edit/hold-product/,/apps/edit/hold-product/,3,hold product,,,,unknown,,2025-12-15
https://www.krea.ai/apps/image/flux-krea/,/apps/image/flux-krea/,3,flux krea,,,,unknown,,2025-12-15
https://www.krea.ai/apps/image/wan-t2i/,/apps/image/wan-t2i/,3,wan t2i,,,,unknown,,2025-12-15
https://www.krea.ai/apps/image/qwen/,/apps/image/qwen/,3,qwen,,,,unknown,,2025-12-15
https://www.krea.ai/apps/image/t-shirt-design-maker/,/apps/image/t-shirt-design-maker/,3,t shirt design maker,,,,unknown,,2025-12-15
https://www.krea.ai/apps/edit/nano-banana-pro/,/apps/edit/nano-banana-pro/,3,nano banana pro,,,,unknown,,2025-12-15
https://www.krea.ai/apps/edit/remove-text/,/apps/edit/remove-text/,3,remove text,remove,text,,remove-text,,2025-12-15
https://www.krea.ai/apps/edit/ai-hairstyle-changer/,/apps/edit/ai-hairstyle-changer/,3,ai hairstyle changer,,,,unknown,,2025-12-15
https://www.krea.ai/apps/edit/remove-object/,/apps/edit/remove-object/,3,remove object,remove,,,remove-general,,2025-12-15
https://www.krea.ai/apps/edit/change-lighting/,/apps/edit/change-lighting/,3,change lighting,,,,unknown,,2025-12-15
https://www.krea.ai/apps/edit/cartoonify/,/apps/edit/cartoonify/,3,cartoonify,,,,unknown,,2025-12-15
https://www.krea.ai/apps/edit/colorize/,/apps/edit/colorize/,3,colorize,colorize,,,colorize-general,,2025-12-15
https://www.krea.ai/apps/edit/change-clothes/,/apps/edit/change-clothes/,3,change clothes,,,,unknown,,2025-12-15
https://www.krea.ai/architecture/,/architecture/,1,architecture,,,,unknown,,2025-12-15
https://www.krea.ai/chat/,/chat/,1,chat,,,,unknown,,2025-12-15
https://www.krea.ai/stage/,/stage/,1,stage,,,,unknown,,2025-12-15
https://www.krea.ai/models/,/models/,1,models,,,,unknown,,2025-12-15
https://www.krea.ai/articles/,/articles/,1,articles,,,,unknown,,2025-12-15
https://www.krea.ai/login/,/login/,1,login,,,,unknown,,2025-12-15
https://www.krea.ai/features/nodes/,/features/nodes/,2,nodes,,,,unknown,,2025-12-15
https://www.krea.ai/features/ai-image-editor/,/features/ai-image-editor/,2,ai image editor,,image,,general-image,,2025-12-15
https://www.krea.ai/video/,/video/,1,video,,video,,general-video,,2025-12-15
https://www.krea.ai/enhancer/,/enhancer/,1,enhancer,,,,unknown,,2025-12-15
https://www.krea.ai/enhancer/,/enhancer/,1,enhancer,,,,unknown,,2025-12-15
https://docs.krea.ai/home/,/home/,1,home,,,,unknown,,2025-12-15
https://docs.krea.ai/user-guide/,/user-guide/,1,user guide,,,,unknown,,2025-12-15
https://docs.krea.ai/developers/introduction/,/developers/introduction/,2,introduction,,,,unknown,,2025-12-15
https://docs.krea.ai/api-reference/introduction/,/api-reference/introduction/,2,introduction,,,,unknown,,2025-12-15
https://krea.ai/discord/,/discord/,1,discord,,,,unknown,,2025-12-15
https://docs.krea.ai/developers/examples/text-to-image/,/developers/examples/text-to-image/,3,text to image,,image,,general-image,,2025-12-15
https://docs.krea.ai/developers/interactiveexample/,/developers/interactiveexample/,2,interactiveexample,,,,unknown,,2025-12-15
https://docs.krea.ai/user-guide/features/krea1/,/user-guide/features/krea1/,3,krea1,,,,unknown,,2025-12-15
https://www.krea.ai/login/,/login/,1,login,,,,unknown,,2025-12-15
https://www.krea.ai/login/,/login/,1,login,,,,unknown,,2025-12-15
https://www.krea.ai/login/,/login/,1,login,,,,unknown,,2025-12-15
https://www.krea.ai/login/,/login/,1,login,,,,unknown,,2025-12-15
https://www.krea.ai/login/,/login/,1,login,,,,unknown,,2025-12-15
https://www.krea.ai/login/,/login/,1,login,,,,unknown,,2025-12-15
https://www.krea.ai/login/,/login/,1,login,,,,unknown,,2025-12-15
https://www.krea.ai/blog/krea-realtime-14b/,/blog/krea-realtime-14b/,2,krea realtime 14b,,,,unknown,,2025-12-15
https://www.krea.ai/blog/flux-krea-open-source-release/,/blog/flux-krea-open-source-release/,2,flux krea open source release,,,,unknown,,2025-12-15
https://www.krea.ai/blog/new-krea/,/blog/new-krea/,2,new krea,,,,unknown,,2025-12-15
https://www.krea.ai/blog/introducing-teams/,/blog/introducing-teams/,2,introducing teams,,,,unknown,,2025-12-15
https://www.krea.ai/blog/ship-week/,/blog/ship-week/,2,ship week,,,,unknown,,2025-12-15
https://www.krea.ai/login/,/login/,1,login,,,,unknown,,2025-12-15
https://www.krea.ai/login/,/login/,1,login,,,,unknown,,2025-12-15
https://www.krea.ai/login/,/login/,1,login,,,,unknown,,2025-12-15
https://www.krea.ai/apps/,/apps/,1,apps,,,,unknown,,2025-12-15
https://www.krea.ai/apps/enhance/,/apps/enhance/,2,enhance,enhance,,,enhance-general,,2025-12-15
https://www.krea.ai/apps/polaroid/,/apps/polaroid/,2,polaroid,,,,unknown,,2025-12-15
https://www.krea.ai/apps/video/sora-2/,/apps/video/sora-2/,3,sora 2,,,,unknown,,2025-12-15
https://www.krea.ai/apps/video/veo31/,/apps/video/veo31/,3,veo31,,,,unknown,,2025-12-15
